PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Davion Mitchell,MIA,MIA @ ORL,12/09/2025,L,37,11,4,8,50.0,1,2,50.0,2,2,100,0,2,2,9,1,0,2,2,-3,27.9
Desmond Bane,ORL,ORL vs. MIA,12/09/2025,W,38,37,14,24,58.3,6,9,66.7,3,3,100,1,5,6,5,1,0,1,4,11,53.7
Wendell Carter Jr.,ORL,ORL vs. MIA,12/09/2025,W,31,14,6,8,75.0,2,3,66.7,0,0,-,2,8,10,3,1,1,0,2,-2,36.5
Goga Bitadze,ORL,ORL vs. MIA,12/09/2025,W,17,7,3,4,75.0,0,0,-,1,1,100,1,5,6,1,0,2,2,2,11,19.7
Tyler Herro,MIA,MIA @ ORL,12/09/2025,L,34,20,7,17,41.2,0,6,0.0,6,7,85.7,0,7,7,3,0,0,1,2,5,31.9
Kel'el Ware,MIA,MIA @ ORL,12/09/2025,L,12,4,1,1,100,0,0,-,2,2,100,3,3,6,0,0,1,0,2,-15,14.2
Simone Fontecchio,MIA,MIA @ ORL,12/09/2025,L,8,0,0,5,0.0,0,3,0.0,0,0,-,0,0,0,2,0,0,1,0,-7,2.0
Dru Smith,MIA,MIA @ ORL,12/09/2025,L,8,2,1,1,100,0,0,-,0,0,-,0,2,2,1,2,1,0,1,-9,14.9
Jalen Suggs,ORL,ORL vs. MIA,12/09/2025,W,31,20,7,13,53.8,3,8,37.5,3,4,75.0,0,3,3,4,2,0,4,2,4,31.6
Tristan da Silva,ORL,ORL vs. MIA,12/09/2025,W,28,11,4,9,44.4,2,4,50.0,1,1,100,0,7,7,2,0,0,3,2,8,19.4
Norman Powell,MIA,MIA @ ORL,12/09/2025,L,34,21,8,19,42.1,4,12,33.3,1,2,50.0,0,7,7,2,3,0,1,3,-4,40.4
Andrew Wiggins,MIA,MIA @ ORL,12/09/2025,L,35,19,8,14,57.1,3,6,50.0,0,0,-,0,2,2,2,1,1,1,2,7,29.4
Jaime Jaquez Jr.,MIA,MIA @ ORL,12/09/2025,L,24,10,5,12,41.7,0,1,0.0,0,0,-,2,1,3,3,0,0,1,3,-16,17.1
Bam Adebayo,MIA,MIA @ ORL,12/09/2025,L,36,19,7,14,50.0,0,3,0.0,5,6,83.3,1,7,8,2,1,3,0,1,6,43.6
Jonathan Isaac,ORL,ORL vs. MIA,12/09/2025,W,12,0,0,0,-,0,0,-,0,0,-,0,3,3,0,0,1,0,1,13,6.6
Pelle Larsson,MIA,MIA @ ORL,12/09/2025,L,11,2,1,2,50.0,0,0,-,0,0,-,1,1,2,1,0,0,1,0,-9,4.9
Anthony Black,ORL,ORL vs. MIA,12/09/2025,W,34,10,5,15,33.3,0,2,0.0,0,0,-,1,2,3,7,1,1,2,3,-4,28.1
Alijah Martin,TOR,TOR vs. NYK,12/09/2025,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Jonathan Mogbo,TOR,TOR vs. NYK,12/09/2025,L,2,3,1,1,100,0,0,-,1,1,100,1,0,1,0,0,0,0,0,0,4.2
Kevin McCullar Jr.,NYK,NYK @ TOR,12/09/2025,W,1,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,1,4.2
Garrett Temple,TOR,TOR vs. NYK,12/09/2025,L,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Mohamed Diawara,NYK,NYK @ TOR,12/09/2025,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Ariel Hukporti,NYK,NYK @ TOR,12/09/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Tosan Evbuomwan,NYK,NYK @ TOR,12/09/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,1,0.0
Ochai Agbaji,TOR,TOR vs. NYK,12/09/2025,L,26,3,1,4,25.0,0,1,0.0,1,1,100,1,3,4,1,1,1,0,4,-7,15.3
Collin Murray-Boyles,TOR,TOR vs. NYK,12/09/2025,L,22,6,3,6,50.0,0,0,-,0,2,0.0,4,1,5,3,0,1,1,3,13,18.5
Tyler Kolek,NYK,NYK @ TOR,12/09/2025,W,8,2,1,1,100,0,0,-,0,0,-,0,1,1,1,1,0,0,0,13,7.7
Mikal Bridges,NYK,NYK @ TOR,12/09/2025,W,36,15,6,14,42.9,3,8,37.5,0,0,-,1,4,5,4,2,1,0,4,19,36.0
Gradey Dick,TOR,TOR vs. NYK,12/09/2025,L,8,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,2,1,-11,-0.8
Karl-Anthony Towns,NYK,NYK @ TOR,12/09/2025,W,31,14,4,11,36.4,1,2,50.0,5,6,83.3,5,11,16,1,1,2,1,4,21,42.7
OG Anunoby,NYK,NYK @ TOR,12/09/2025,W,36,13,4,11,36.4,1,6,16.7,4,4,100,1,5,6,1,2,2,3,3,6,30.7
Mitchell Robinson,NYK,NYK @ TOR,12/09/2025,W,16,2,0,0,-,0,0,-,2,8,25.0,4,1,5,4,1,1,2,5,-6,18.0
Jordan Clarkson,NYK,NYK @ TOR,12/09/2025,W,26,12,5,10,50.0,0,1,0.0,2,4,50.0,2,1,3,0,0,0,1,1,10,14.6
Brandon Ingram,TOR,TOR vs. NYK,12/09/2025,L,39,31,11,18,61.1,3,5,60.0,6,8,75.0,0,6,6,6,2,0,3,1,-4,50.2
Josh Hart,NYK,NYK @ TOR,12/09/2025,W,36,21,8,11,72.7,4,7,57.1,1,1,100,1,5,6,4,2,0,3,0,13,37.2
Chucky Hepburn,TOR,TOR vs. NYK,12/09/2025,L,8,0,0,3,0.0,0,3,0.0,0,0,-,0,0,0,2,0,0,1,1,-12,2.0
Jakob Poeltl,TOR,TOR vs. NYK,12/09/2025,L,25,10,5,7,71.4,0,0,-,0,0,-,4,5,9,3,2,0,2,3,-18,29.3
Jalen Brunson,NYK,NYK @ TOR,12/09/2025,W,39,35,13,19,68.4,6,9,66.7,3,5,60.0,0,3,3,4,0,1,3,1,4,44.6
Scottie Barnes,TOR,TOR vs. NYK,12/09/2025,L,37,13,6,18,33.3,1,6,16.7,0,0,-,0,5,5,4,2,0,2,3,-20,29.0
Sandro Mamukelashvili,TOR,TOR vs. NYK,12/09/2025,L,15,2,1,4,25.0,0,3,0.0,0,0,-,1,1,2,1,1,0,1,1,-11,7.9
Ja'Kobe Walter,TOR,TOR vs. NYK,12/09/2025,L,18,13,5,8,62.5,3,6,50.0,0,0,-,0,1,1,0,0,0,0,2,-4,14.2
Jamal Shead,TOR,TOR vs. NYK,12/09/2025,L,34,18,6,15,40.0,4,11,36.4,2,4,50.0,1,2,3,8,1,0,1,3,-4,35.6
Guerschon Yabusele,NYK,NYK @ TOR,12/09/2025,W,7,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,0,-4,2.4
A.J. Lawson,TOR,TOR vs. NYK,12/09/2025,L,3,2,0,2,0.0,0,1,0.0,2,2,100,0,0,0,0,0,2,0,0,-2,8.0
Tyus Jones,ORL,ORL vs. MIA,12/09/2025,W,17,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,4,0,0,1,0,5,7.4
Paolo Banchero,ORL,ORL vs. MIA,12/09/2025,W,32,18,5,13,38.5,2,5,40.0,6,7,85.7,1,6,7,4,0,1,3,3,-1,32.4
Jay Huff,IND,IND vs. SAC,12/08/2025,W,31,8,1,5,20.0,0,3,0.0,6,6,100,2,5,7,2,2,4,1,1,7,36.4
Ethan Thompson,IND,IND vs. SAC,12/08/2025,W,28,6,2,4,50.0,2,3,66.7,0,0,-,3,2,5,0,2,0,0,2,0,18.0
Andrew Nembhard,IND,IND vs. SAC,12/08/2025,W,33,28,10,18,55.6,2,4,50.0,6,8,75.0,0,4,4,12,2,0,3,3,13,53.8
Bennedict Mathurin,IND,IND vs. SAC,12/08/2025,W,35,25,7,14,50.0,4,9,44.4,7,7,100,0,6,6,2,1,0,1,3,11,37.2
Pascal Siakam,IND,IND vs. SAC,12/08/2025,W,35,23,10,21,47.6,1,4,25.0,2,2,100,1,4,5,4,2,0,2,0,14,39.0
Maxime Raynaud,SAC,SAC @ IND,12/08/2025,L,23,13,5,8,62.5,0,0,-,3,4,75.0,3,5,8,3,0,0,3,3,2,24.1
Malik Monk,SAC,SAC @ IND,12/08/2025,L,9,0,0,5,0.0,0,2,0.0,0,0,-,0,4,4,1,0,0,2,2,-11,4.3
Drew Eubanks,SAC,SAC @ IND,12/08/2025,L,6,3,0,1,0.0,0,0,-,3,4,75.0,1,0,1,0,0,0,1,1,-10,3.2
Johnny Furphy,IND,IND vs. SAC,12/08/2025,W,10,3,1,2,50.0,1,2,50.0,0,0,-,1,1,2,0,2,0,1,1,-2,10.4
Jarace Walker,IND,IND vs. SAC,12/08/2025,W,18,12,3,5,60.0,2,4,50.0,4,4,100,1,2,3,1,0,0,2,1,3,15.1
Zach LaVine,SAC,SAC @ IND,12/08/2025,L,38,16,6,13,46.2,2,6,33.3,2,2,100,0,2,2,3,1,0,5,0,-10,20.9
Isaiah Jackson,IND,IND vs. SAC,12/08/2025,W,17,0,0,2,0.0,0,0,-,0,0,-,2,5,7,0,3,2,2,3,4,21.4
T.J. McConnell,IND,IND vs. SAC,12/08/2025,W,16,4,2,9,22.2,0,0,-,0,0,-,0,1,1,3,0,0,1,1,-2,8.7
Keon Ellis,SAC,SAC @ IND,12/08/2025,L,15,3,1,3,33.3,1,3,33.3,0,0,-,1,0,1,0,0,0,0,0,4,4.2
Garrison Mathews,IND,IND vs. SAC,12/08/2025,W,17,7,2,7,28.6,2,6,33.3,1,1,100,0,1,1,1,0,1,0,0,7,12.7
Precious Achiuwa,SAC,SAC @ IND,12/08/2025,L,21,11,5,9,55.6,0,0,-,1,3,33.3,3,2,5,2,2,2,0,1,-4,32.0
DeMar DeRozan,SAC,SAC @ IND,12/08/2025,L,36,20,8,16,50.0,0,2,0.0,4,5,80.0,3,2,5,3,1,0,1,4,-14,32.5
Nique Clifford,SAC,SAC @ IND,12/08/2025,L,14,7,3,6,50.0,1,1,100,0,0,-,0,2,2,0,0,1,2,1,-2,10.4
Keegan Murray,SAC,SAC @ IND,12/08/2025,L,37,8,3,11,27.3,1,5,20.0,1,1,100,2,9,11,2,0,0,2,4,-3,22.2
Russell Westbrook,SAC,SAC @ IND,12/08/2025,L,40,24,10,16,62.5,2,3,66.7,2,4,50.0,2,10,12,14,2,1,3,2,-7,65.4
Joe Ingles,MIN,MIN vs. PHX,12/08/2025,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Collin Gillespie,PHX,PHX @ MIN,12/08/2025,W,33,19,6,15,40.0,3,7,42.9,4,4,100,2,4,6,4,0,1,1,1,9,34.2
Royce O'Neale,PHX,PHX @ MIN,12/08/2025,W,33,11,4,6,66.7,3,5,60.0,0,0,-,2,6,8,5,2,1,2,1,1,35.1
Jaden McDaniels,MIN,MIN vs. PHX,12/08/2025,L,40,4,1,7,14.3,0,5,0.0,2,3,66.7,2,4,6,3,0,1,1,3,0,17.7
Jordan Goodwin,PHX,PHX @ MIN,12/08/2025,W,26,9,4,8,50.0,1,2,50.0,0,0,-,1,2,3,1,1,0,1,0,7,16.1
Jaylen Clark,MIN,MIN vs. PHX,12/08/2025,L,12,3,1,2,50.0,0,0,-,1,2,50.0,1,1,2,1,0,0,0,0,1,6.9
Rudy Gobert,MIN,MIN vs. PHX,12/08/2025,L,21,15,7,9,77.8,0,0,-,1,2,50.0,5,3,8,1,1,0,0,2,0,29.1
Mike Conley,MIN,MIN vs. PHX,12/08/2025,L,15,0,0,5,0.0,0,3,0.0,0,0,-,0,2,2,4,0,0,1,2,-7,7.4
Mark Williams,PHX,PHX @ MIN,12/08/2025,W,29,22,7,9,77.8,1,1,100,7,9,77.8,3,4,7,3,2,0,0,4,-8,40.9
Jamaree Bouyea,PHX,PHX @ MIN,12/08/2025,W,12,5,2,2,100,1,1,100,0,0,-,1,0,1,1,0,0,0,2,11,7.7
Donte DiVincenzo,MIN,MIN vs. PHX,12/08/2025,L,27,2,1,7,14.3,0,6,0.0,0,0,-,1,3,4,4,1,0,3,3,-9,12.8
Dillon Brooks,PHX,PHX @ MIN,12/08/2025,W,31,18,7,20,35.0,2,8,25.0,2,4,50.0,0,2,2,2,0,0,2,0,-9,21.4
Naz Reid,MIN,MIN vs. PHX,12/08/2025,L,30,6,2,12,16.7,2,10,20.0,0,0,-,1,8,9,0,1,0,1,0,-3,18.8
Ryan Dunn,PHX,PHX @ MIN,12/08/2025,W,24,2,1,8,12.5,0,1,0.0,0,0,-,3,5,8,4,0,0,0,5,1,17.6
Bones Hyland,MIN,MIN vs. PHX,12/08/2025,L,16,14,5,8,62.5,4,6,66.7,0,0,-,0,1,1,3,1,0,3,1,7,19.7
Grayson Allen,PHX,PHX @ MIN,12/08/2025,W,33,12,5,16,31.3,1,8,12.5,1,3,33.3,1,2,3,4,2,0,2,5,-6,25.6
Julius Randle,MIN,MIN vs. PHX,12/08/2025,L,37,21,7,11,63.6,2,4,50.0,5,7,71.4,1,2,3,8,0,0,3,4,-4,33.6
Terrence Shannon Jr.,MIN,MIN vs. PHX,12/08/2025,L,4,0,0,1,0.0,0,1,0.0,0,0,-,2,0,2,0,0,0,0,3,-4,2.4
Anthony Edwards,MIN,MIN vs. PHX,12/08/2025,L,38,40,15,21,71.4,3,7,42.9,7,9,77.8,0,9,9,2,1,0,1,2,4,55.8
Oso Ighodaro,PHX,PHX @ MIN,12/08/2025,W,19,10,5,6,83.3,0,0,-,0,0,-,1,4,5,2,1,0,1,2,9,21.0
Micah Peavy,NOP,NOP vs. SAS,12/08/2025,L,13,4,2,7,28.6,0,2,0.0,0,0,-,0,1,1,0,0,0,0,1,-20,5.2
Herbert Jones,NOP,NOP vs. SAS,12/08/2025,L,26,17,6,10,60.0,0,3,0.0,5,5,100,2,4,6,4,4,1,0,4,14,45.2
Yves Missi,NOP,NOP vs. SAS,12/08/2025,L,8,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,2,-2,3.5
Stephon Castle,SAS,SAS @ NOP,12/08/2025,W,23,18,5,15,33.3,1,2,50.0,7,8,87.5,3,2,5,5,0,0,3,4,-2,28.5
Jeremiah Fears,NOP,NOP vs. SAS,12/08/2025,L,21,5,2,8,25.0,1,2,50.0,0,0,-,1,2,3,4,1,0,2,4,1,15.6
Saddiq Bey,NOP,NOP vs. SAS,12/08/2025,L,36,17,7,11,63.6,1,3,33.3,2,2,100,1,5,6,2,0,0,0,1,19,27.2
Karlo Matković,NOP,NOP vs. SAS,12/08/2025,L,7,4,2,2,100,0,0,-,0,0,-,0,0,0,2,0,0,0,1,-15,7.0
De'Aaron Fox,SAS,SAS @ NOP,12/08/2025,W,30,14,4,11,36.4,2,5,40.0,4,4,100,0,4,4,7,1,0,4,0,-4,28.3
Dylan Harper,SAS,SAS @ NOP,12/08/2025,W,26,22,10,16,62.5,1,3,33.3,1,2,50.0,0,3,3,6,0,0,2,0,3,32.6
Julian Champagnie,SAS,SAS @ NOP,12/08/2025,W,29,17,5,9,55.6,5,9,55.6,2,2,100,0,6,6,3,2,0,0,1,13,34.7
Jeremy Sochan,SAS,SAS @ NOP,12/08/2025,W,4,2,1,2,50.0,0,0,-,0,0,-,0,3,3,0,0,0,1,0,1,4.6
Devin Vassell,SAS,SAS @ NOP,12/08/2025,W,27,5,1,5,20.0,1,4,25.0,2,2,100,0,3,3,3,0,0,0,2,-9,13.1
Jordan Hawkins,NOP,NOP vs. SAS,12/08/2025,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-11,-1.0
Keldon Johnson,SAS,SAS @ NOP,12/08/2025,W,17,12,5,8,62.5,1,1,100,1,2,50.0,3,3,6,2,0,0,0,3,11,22.2
Carter Bryant,SAS,SAS @ NOP,12/08/2025,W,8,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,0,0,0,0,0,13,5.2
Bryce McGowens,NOP,NOP vs. SAS,12/08/2025,L,24,8,3,5,60.0,1,3,33.3,1,1,100,0,1,1,2,0,0,0,3,-19,12.2
Kelly Olynyk,SAS,SAS @ NOP,12/08/2025,W,15,11,4,7,57.1,2,4,50.0,1,2,50.0,1,1,2,1,2,0,0,1,16,20.9
Harrison Barnes,SAS,SAS @ NOP,12/08/2025,W,35,24,9,15,60.0,4,7,57.1,2,2,100,1,1,2,1,0,0,2,3,-17,25.9
Trey Murphy III,NOP,NOP vs. SAS,12/08/2025,L,38,32,13,21,61.9,2,6,33.3,4,5,80.0,0,3,3,4,2,1,1,1,12,49.6
Luke Kornet,SAS,SAS @ NOP,12/08/2025,W,26,6,3,6,50.0,0,0,-,0,0,-,4,4,8,1,0,0,1,5,-10,16.1
Jose Alvarado,NOP,NOP vs. SAS,12/08/2025,L,31,10,4,7,57.1,2,5,40.0,0,0,-,0,3,3,6,1,1,1,3,-8,27.6
Derik Queen,NOP,NOP vs. SAS,12/08/2025,L,33,33,11,15,73.3,0,1,0.0,11,13,84.6,0,10,10,10,0,3,4,3,14,65.0
Jalen Brunson,NYK,NYK vs. ORL,12/07/2025,W,38,30,10,23,43.5,1,7,14.3,9,12,75.0,1,1,2,9,0,0,2,2,11,43.9
Jett Howard,ORL,ORL @ NYK,12/07/2025,L,6,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,0,2,1.2
Paolo Banchero,ORL,ORL @ NYK,12/07/2025,L,24,16,4,11,36.4,3,6,50.0,5,6,83.3,0,1,1,2,0,0,1,2,-10,19.2
Tyus Jones,ORL,ORL @ NYK,12/07/2025,L,21,6,2,5,40.0,2,4,50.0,0,0,-,1,0,1,2,1,0,1,0,-9,12.2
Guerschon Yabusele,NYK,NYK vs. ORL,12/07/2025,W,11,8,2,3,66.7,2,3,66.7,2,2,100,2,0,2,0,0,0,1,2,-7,9.4
Jonathan Isaac,ORL,ORL @ NYK,12/07/2025,L,11,4,1,1,100,0,0,-,2,4,50.0,0,2,2,0,0,1,1,0,-2,8.4
Franz Wagner,ORL,ORL @ NYK,12/07/2025,L,7,7,3,4,75.0,1,1,100,0,0,-,0,3,3,1,1,0,0,0,4,15.1
Mitchell Robinson,NYK,NYK vs. ORL,12/07/2025,W,25,6,3,4,75.0,0,0,-,0,0,-,8,5,13,2,1,1,1,3,8,29.6
Miles McBride,NYK,NYK vs. ORL,12/07/2025,W,21,4,1,7,14.3,0,5,0.0,2,2,100,1,0,1,2,0,1,1,1,5,10.2
Wendell Carter Jr.,ORL,ORL @ NYK,12/07/2025,L,33,8,2,8,25.0,1,5,20.0,3,4,75.0,2,5,7,3,0,0,0,2,-3,20.9
Ariel Hukporti,NYK,NYK vs. ORL,12/07/2025,W,23,6,1,2,50.0,0,0,-,4,4,100,2,5,7,2,1,3,1,3,2,28.4
Jordan Clarkson,NYK,NYK vs. ORL,12/07/2025,W,17,0,0,5,0.0,0,4,0.0,0,0,-,0,2,2,0,0,0,2,1,9,0.4
Desmond Bane,ORL,ORL @ NYK,12/07/2025,L,34,16,7,15,46.7,2,4,50.0,0,0,-,3,3,6,4,1,0,0,5,0,32.2
OG Anunoby,NYK,NYK vs. ORL,12/07/2025,W,28,21,8,14,57.1,5,7,71.4,0,0,-,1,6,7,0,3,0,0,4,20,38.4
Anthony Black,ORL,ORL @ NYK,12/07/2025,L,30,14,6,16,37.5,1,7,14.3,1,1,100,2,9,11,4,0,1,4,2,-5,32.2
Josh Hart,NYK,NYK vs. ORL,12/07/2025,W,34,17,7,13,53.8,3,5,60.0,0,0,-,0,12,12,1,2,1,0,2,-1,41.9
Jase Richardson,ORL,ORL @ NYK,12/07/2025,L,6,8,3,6,50.0,1,3,33.3,1,2,50.0,1,0,1,0,1,0,0,0,6,12.2
Goga Bitadze,ORL,ORL @ NYK,12/07/2025,L,12,2,1,1,100,0,0,-,0,0,-,2,1,3,0,0,1,0,1,-9,8.6
Mikal Bridges,NYK,NYK vs. ORL,12/07/2025,W,34,12,6,17,35.3,0,4,0.0,0,0,-,0,6,6,7,1,1,2,3,1,33.7
Noah Penda,ORL,ORL @ NYK,12/07/2025,L,6,2,1,2,50.0,0,1,0.0,0,2,0.0,3,1,4,2,0,0,1,0,6,8.8
Mohamed Diawara,NYK,NYK vs. ORL,12/07/2025,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Tyler Kolek,NYK,NYK vs. ORL,12/07/2025,W,8,2,1,2,50.0,0,0,-,0,0,-,0,0,0,1,0,0,1,0,-6,2.5
Tosan Evbuomwan,NYK,NYK vs. ORL,12/07/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Scottie Barnes,TOR,TOR vs. BOS,12/07/2025,L,37,18,6,12,50.0,0,1,0.0,6,7,85.7,2,9,11,8,1,1,2,5,-8,47.2
Josh Minott,BOS,BOS @ TOR,12/07/2025,W,11,3,1,1,100,1,1,100,0,0,-,0,0,0,2,0,1,1,1,-12,8.0
Payton Pritchard,BOS,BOS @ TOR,12/07/2025,W,38,15,6,12,50.0,3,8,37.5,0,0,-,1,3,4,6,1,0,0,1,18,31.8
Baylor Scheierman,BOS,BOS @ TOR,12/07/2025,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,0,2,-5,4.2
Jakob Poeltl,TOR,TOR vs. BOS,12/07/2025,L,25,10,4,9,44.4,0,0,-,2,2,100,1,3,4,0,0,0,0,1,-18,14.8
Ochai Agbaji,TOR,TOR vs. BOS,12/07/2025,L,22,11,4,7,57.1,1,1,100,2,2,100,2,1,3,0,0,2,0,3,7,20.6
Brandon Ingram,TOR,TOR vs. BOS,12/07/2025,L,35,30,11,20,55.0,4,7,57.1,4,6,66.7,0,4,4,3,0,0,4,0,-12,35.3
Immanuel Quickley,TOR,TOR vs. BOS,12/07/2025,L,31,11,4,9,44.4,0,4,0.0,3,3,100,0,1,1,5,1,0,1,1,-14,21.7
Anfernee Simons,BOS,BOS @ TOR,12/07/2025,W,21,12,5,14,35.7,2,8,25.0,0,0,-,1,2,3,2,0,0,0,1,-9,18.6
Jamal Shead,TOR,TOR vs. BOS,12/07/2025,L,22,9,4,10,40.0,1,3,33.3,0,0,-,2,2,4,3,2,0,2,1,4,22.3
Hugo González,BOS,BOS @ TOR,12/07/2025,W,2,5,2,2,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,0,6.2
Sandro Mamukelashvili,TOR,TOR vs. BOS,12/07/2025,L,23,14,6,10,60.0,1,2,50.0,1,1,100,2,4,6,0,0,0,1,0,12,20.2
Ja'Kobe Walter,TOR,TOR vs. BOS,12/07/2025,L,12,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,1,0,-16,0.5
Sam Hauser,BOS,BOS @ TOR,12/07/2025,W,26,9,3,7,42.9,3,7,42.9,0,0,-,0,3,3,0,1,2,0,3,0,21.6
Jordan Walsh,BOS,BOS @ TOR,12/07/2025,W,26,9,4,8,50.0,1,2,50.0,0,0,-,2,4,6,0,3,0,0,6,10,25.2
Collin Murray-Boyles,TOR,TOR vs. BOS,12/07/2025,L,6,0,0,0,-,0,0,-,0,0,-,1,1,2,1,0,0,1,1,3,2.9
A.J. Lawson,TOR,TOR vs. BOS,12/07/2025,L,13,10,4,8,50.0,2,3,66.7,0,0,-,1,4,5,0,0,0,0,5,-5,16.0
Alijah Martin,TOR,TOR vs. BOS,12/07/2025,L,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,1,0,0,0,6,3.0
Jaylen Brown,BOS,BOS @ TOR,12/07/2025,W,39,30,9,19,47.4,3,4,75.0,9,9,100,4,4,8,5,1,1,3,1,18,50.1
Derrick White,BOS,BOS @ TOR,12/07/2025,W,37,27,10,21,47.6,6,15,40.0,1,1,100,0,4,4,5,0,3,5,4,8,43.3
Gradey Dick,TOR,TOR vs. BOS,12/07/2025,L,7,0,0,0,-,0,0,-,0,0,-,0,2,2,1,0,0,0,1,1,3.9
Neemias Queta,BOS,BOS @ TOR,12/07/2025,W,34,11,4,7,57.1,0,0,-,3,4,75.0,6,5,11,4,1,2,2,3,12,37.2
Sion James,CHA,CHA vs. DEN,12/07/2025,L,26,7,2,6,33.3,1,5,20.0,2,2,100,1,1,2,1,1,0,1,3,1,12.9
Ryan Kalkbrenner,CHA,CHA vs. DEN,12/07/2025,L,25,6,3,4,75.0,0,0,-,0,0,-,0,6,6,0,0,2,1,6,-10,18.2
Kon Knueppel,CHA,CHA vs. DEN,12/07/2025,L,33,14,5,13,38.5,2,10,20.0,2,2,100,1,3,4,4,1,0,2,3,-14,25.8
Peyton Watson,DEN,DEN @ CHA,12/07/2025,W,30,10,4,9,44.4,1,2,50.0,1,5,20.0,1,7,8,1,0,1,4,0,10,20.1
Tim Hardaway Jr.,DEN,DEN @ CHA,12/07/2025,W,27,14,3,6,50.0,2,4,50.0,6,6,100,0,1,1,2,2,0,0,1,7,24.2
Mason Plumlee,CHA,CHA vs. DEN,12/07/2025,L,22,4,1,2,50.0,0,0,-,2,2,100,1,5,6,2,1,0,1,4,3,16.2
Spencer Jones,DEN,DEN @ CHA,12/07/2025,W,25,8,3,5,60.0,2,4,50.0,0,0,-,1,1,2,1,2,0,1,5,14,16.9
Jamal Murray,DEN,DEN @ CHA,12/07/2025,W,35,34,14,25,56.0,2,9,22.2,4,4,100,0,3,3,5,1,0,0,1,14,48.1
Tidjane Salaün,CHA,CHA vs. DEN,12/07/2025,L,16,5,2,3,66.7,1,2,50.0,0,0,-,1,5,6,1,0,0,0,2,0,13.7
Jonas Valančiūnas,DEN,DEN @ CHA,12/07/2025,W,13,8,4,9,44.4,0,0,-,0,0,-,1,3,4,3,1,1,1,2,3,22.3
Nikola Jokić,DEN,DEN @ CHA,12/07/2025,W,35,28,11,16,68.8,4,8,50.0,2,3,66.7,0,9,9,11,1,0,4,2,6,54.3
KJ Simpson,CHA,CHA vs. DEN,12/07/2025,L,29,16,6,14,42.9,2,8,25.0,2,4,50.0,1,4,5,1,1,0,0,0,-14,26.5
Brandon Miller,CHA,CHA vs. DEN,12/07/2025,L,30,17,5,19,26.3,4,10,40.0,3,3,100,3,2,5,5,1,1,5,2,-12,31.5
Miles Bridges,CHA,CHA vs. DEN,12/07/2025,L,37,24,10,19,52.6,0,6,0.0,4,6,66.7,2,7,9,8,1,0,3,1,-11,46.8
Cameron Johnson,DEN,DEN @ CHA,12/07/2025,W,39,8,2,7,28.6,1,5,20.0,3,4,75.0,1,3,4,3,0,0,0,4,9,17.3
Antonio Reeves,CHA,CHA vs. DEN,12/07/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,8,0.0
Liam McNeeley,CHA,CHA vs. DEN,12/07/2025,L,20,13,4,5,80.0,4,5,80.0,1,2,50.0,0,4,4,2,1,0,0,1,4,23.8
Jalen Pickett,DEN,DEN @ CHA,12/07/2025,W,16,5,2,3,66.7,1,2,50.0,0,0,-,1,3,4,3,1,0,0,2,-6,17.3
Bruce Brown,DEN,DEN @ CHA,12/07/2025,W,20,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,2,-12,0.0
Jaren Jackson Jr.,MEM,MEM vs. POR,12/07/2025,W,24,6,3,10,30.0,0,1,0.0,0,0,-,0,3,3,4,3,2,1,2,-5,29.6
Vince Williams Jr.,MEM,MEM vs. POR,12/07/2025,W,16,5,2,6,33.3,1,4,25.0,0,0,-,0,2,2,0,0,1,3,3,-10,7.4
